Time (ms),Measured Pitch,Commanded Pitch
29785.0,0.24,0.0
29794.0,0.27,0.0
29803.0,0.23,0.0
29813.0,0.24,0.0
29822.0,0.28,0.0
29833.0,0.22,4.58
29842.0,0.16,4.58
29851.0,0.23,4.58
29861.0,0.2,4.58
29871.0,0.36,4.58
29881.0,1.08,4.58
29890.0,2.31,4.58
29899.0,3.6,4.58
29910.0,4.55,4.58
29919.0,4.67,4.58
29928.0,4.45,4.58
29938.0,4.0,4.58
29947.0,3.74,4.58
29958.0,3.99,4.58
29967.0,4.44,4.58
29977.0,4.87,4.58
29986.0,4.83,4.58
29996.0,4.53,4.58
30006.0,4.23,4.58
30015.0,4.24,4.58
30024.0,4.43,4.58
30034.0,4.69,4.58
30044.0,4.74,4.58
30054.0,4.69,4.58
30063.0,4.48,4.58
30072.0,4.38,4.58
30083.0,4.37,4.58
30092.0,4.51,4.58
30102.0,4.56,4.58
30111.0,4.59,4.58
30120.0,4.5,4.58
30131.0,4.44,4.58
30140.0,4.53,4.58
30150.0,4.59,4.58
30159.0,4.65,4.58
30169.0,4.57,4.58
30179.0,4.52,4.58
30188.0,4.59,4.58
30198.0,4.66,4.58
30208.0,4.57,4.58
30217.0,4.54,4.58
30227.0,4.61,4.58
30236.0,4.68,4.58
30246.0,4.74,4.58
30256.0,4.74,4.58
30265.0,4.81,4.58
30275.0,4.87,4.58
30284.0,4.78,4.58
30295.0,4.72,4.58
30304.0,4.79,4.58
30313.0,4.86,4.58
30323.0,4.94,4.58
30332.0,4.99,4.58
30343.0,4.98,0.0
30352.0,4.98,0.0
30361.0,5.05,0.0
30371.0,4.96,0.0
30381.0,4.31,0.0
30391.0,3.1,0.0
30400.0,1.79,0.0
30409.0,0.72,0.0
30419.0,0.42,0.0
30429.0,0.63,0.0
30438.0,0.84,0.0
30448.0,0.95,0.0
30457.0,0.88,0.0
30468.0,0.63,0.0
30477.0,0.38,0.0
30486.0,0.4,0.0
30496.0,0.59,0.0
30505.0,0.74,0.0
30516.0,0.72,0.0
30525.0,0.52,0.0
30534.0,0.41,0.0
30544.0,0.4,0.0
30554.0,0.52,0.0
30564.0,0.56,0.0
30573.0,0.45,0.0
30582.0,0.38,0.0
30593.0,0.34,0.0
30602.0,0.43,0.0
30612.0,0.48,0.0
30621.0,0.5,0.0
30630.0,0.43,0.0
30641.0,0.36,0.0
30650.0,0.43,0.0
30660.0,0.47,0.0
30669.0,0.39,0.0
30679.0,0.32,0.0
30689.0,0.39,0.0
30698.0,0.44,0.0
30708.0,0.35,0.0
30717.0,0.28,0.0
30727.0,0.2,0.0
30737.0,0.25,0.0
30746.0,0.28,0.0
30756.0,0.33,0.0
30766.0,0.23,0.0
30775.0,0.15,0.0
30785.0,0.16,0.0
30794.0,0.24,0.0
30803.0,0.24,0.0
30814.0,0.16,0.0
30823.0,0.12,0.0
30833.0,0.19,0.0
30842.0,0.16,6.3
30852.0,0.11,6.3
30862.0,0.04,6.3
30871.0,0.14,6.3
30881.0,0.84,6.3
30891.0,2.14,6.3
30900.0,3.58,6.3
30910.0,4.9,6.3
30919.0,5.66,6.3
30929.0,5.88,6.3
30939.0,5.85,6.3
30948.0,5.82,6.3
30958.0,5.87,6.3
30967.0,6.04,6.3
30978.0,6.13,6.3
30987.0,6.18,6.3
30996.0,6.12,6.3
31006.0,6.07,6.3
31015.0,6.12,6.3
31026.0,6.16,6.3
31035.0,6.18,6.3
31044.0,6.16,6.3
31054.0,6.18,6.3
31064.0,6.22,6.3
31074.0,6.23,6.3
31083.0,6.3,6.3
31092.0,6.32,6.3
31102.0,6.3,6.3
31112.0,6.3,6.3
31122.0,6.38,6.3
31131.0,6.39,6.3
31140.0,6.39,6.3
31151.0,6.37,6.3
31160.0,6.4,6.3
31169.0,6.47,6.3
31179.0,6.44,6.3
31188.0,6.39,6.3
31199.0,6.38,6.3
31208.0,6.3,6.3
31217.0,6.32,6.3
31227.0,6.39,6.3
31237.0,6.42,6.3
31247.0,6.47,6.3
31256.0,6.48,6.3
31265.0,6.49,6.3
31276.0,6.56,6.3
31285.0,6.48,6.3
31295.0,6.41,6.3
31304.0,6.45,6.3
31313.0,6.38,6.3
31324.0,6.43,6.3
31333.0,6.48,6.3
31343.0,6.51,6.3
31352.0,6.56,0.0
31362.0,6.49,0.0
31372.0,6.5,0.0
31381.0,6.52,0.0
31391.0,6.5,0.0
31400.0,6.1,0.0
31410.0,5.04,0.0
31420.0,3.63,0.0
31429.0,2.19,0.0
31439.0,1.09,0.0
31449.0,0.56,0.0
31458.0,0.49,0.0
31468.0,0.62,0.0
31477.0,0.76,0.0
31488.0,0.71,0.0
31497.0,0.59,0.0
31506.0,0.48,0.0
31516.0,0.49,0.0
31525.0,0.51,0.0
31535.0,0.62,0.0
31545.0,0.61,0.0
31554.0,0.54,0.0
31564.0,0.47,0.0
31574.0,0.46,0.0
31583.0,0.5,0.0
31593.0,0.52,0.0
31602.0,0.48,0.0
31612.0,0.46,0.0
31622.0,0.47,0.0
31631.0,0.46,0.0
31641.0,0.38,0.0
31650.0,0.36,0.0
31661.0,0.37,0.0
31670.0,0.38,0.0
31679.0,0.38,0.0
31689.0,0.32,0.0
31698.0,0.25,0.0
31709.0,0.25,0.0
31718.0,0.32,0.0
31727.0,0.35,0.0
31737.0,0.27,0.0
31747.0,0.32,0.0
31757.0,0.36,0.0
31766.0,0.29,0.0
31775.0,0.23,0.0
31785.0,0.16,0.0
31795.0,0.2,0.0
31805.0,0.26,0.0
31814.0,0.23,0.0
31823.0,0.29,0.0
31834.0,0.36,0.0
31843.0,0.38,0.0
31853.0,0.3,0.0
31862.0,0.24,6.99
31872.0,0.21,6.99
31882.0,0.18,6.99
31891.0,0.35,6.99
31901.0,1.19,6.99
31910.0,2.57,6.99
31920.0,4.09,6.99
31930.0,5.5,6.99
31939.0,6.5,6.99
31948.0,7.07,6.99
31959.0,7.34,6.99
31968.0,7.43,6.99
31978.0,7.44,6.99
31987.0,7.44,6.99
31996.0,7.41,6.99
32007.0,7.39,6.99
32016.0,7.35,6.99
32026.0,7.31,6.99
32035.0,7.27,6.99
32045.0,7.19,6.99
32055.0,7.16,6.99
32064.0,7.14,6.99
32074.0,7.06,6.99
32083.0,6.98,6.99
32093.0,6.94,6.99
32103.0,6.91,6.99
32112.0,6.82,6.99
32122.0,6.74,6.99
32132.0,6.74,6.99
32141.0,6.75,6.99
32151.0,6.81,6.99
32160.0,6.78,6.99
32169.0,6.76,6.99
32180.0,6.79,6.99
32189.0,6.82,6.99
32199.0,6.78,6.99
32208.0,6.7,6.99
32219.0,6.7,6.99
32228.0,6.7,6.99
32237.0,6.78,6.99
32247.0,6.73,6.99
32257.0,6.76,6.99
32267.0,6.83,6.99
32276.0,6.85,6.99
32285.0,6.77,6.99
32295.0,6.78,6.99
32305.0,6.81,6.99
32315.0,6.74,6.99
32324.0,6.74,6.99
32333.0,6.8,6.99
32344.0,6.81,6.99
32353.0,6.88,6.99
32363.0,6.88,6.99
32372.0,6.85,0.0
32381.0,6.77,0.0
32392.0,6.71,0.0
32401.0,6.75,0.0
32410.0,6.62,0.0
32420.0,6.1,0.0
32430.0,4.99,0.0
32440.0,3.59,0.0
32449.0,2.1,0.0
32458.0,0.77,0.0
32468.0,-0.06,0.0
32478.0,-0.39,0.0
32488.0,-0.39,0.0
32497.0,-0.28,0.0
32506.0,-0.25,0.0
32517.0,-0.31,0.0
32526.0,-0.39,0.0
32536.0,-0.42,0.0
32545.0,-0.38,0.0
32555.0,-0.34,0.0
32565.0,-0.33,0.0
32574.0,-0.36,0.0
32584.0,-0.39,0.0
32593.0,-0.37,0.0
32603.0,-0.3,0.0
32613.0,-0.27,0.0
32622.0,-0.32,0.0
32632.0,-0.33,0.0
32642.0,-0.25,0.0
32651.0,-0.19,0.0
32661.0,-0.13,0.0
32670.0,-0.12,0.0
32680.0,-0.09,0.0
32690.0,-0.04,0.0
32699.0,-0.0,0.0
32709.0,-0.06,0.0
32718.0,0.01,0.0
32729.0,0.07,0.0
32738.0,0.14,0.0
32747.0,0.21,0.0
32757.0,0.27,0.0
32766.0,0.29,0.0
32776.0,0.29,0.0
32786.0,0.24,0.0
32795.0,0.16,0.0
32805.0,0.07,0.0
32815.0,0.12,0.0
32824.0,0.18,0.0
32834.0,0.1,0.0
32843.0,0.05,0.0
32854.0,0.13,0.0
32863.0,0.19,0.0
32872.0,0.11,0.0
32882.0,0.03,2.29
32891.0,0.1,2.29
32902.0,0.08,2.29
32911.0,0.15,2.29
32920.0,0.46,2.29
32930.0,1.08,2.29
32940.0,1.9,2.29
32950.0,2.52,2.29
32959.0,2.51,2.29
32968.0,2.12,2.29
32978.0,1.62,2.29
32988.0,1.31,2.29
32998.0,1.48,2.29
33007.0,2.01,2.29
33016.0,2.4,2.29
33027.0,2.43,2.29
33036.0,2.2,2.29
33046.0,1.89,2.29
33055.0,1.85,2.29
33064.0,1.97,2.29
33075.0,2.21,2.29
33084.0,2.28,2.29
33094.0,2.22,2.29
33103.0,2.04,2.29
33113.0,1.97,2.29
33123.0,1.95,2.29
33132.0,2.11,2.29
33141.0,2.2,2.29
33152.0,2.22,2.29
33161.0,2.1,2.29
33171.0,2.03,2.29
33180.0,2.13,2.29
33189.0,2.21,2.29
33200.0,2.26,2.29
33209.0,2.15,2.29
33219.0,2.08,2.29
33228.0,2.17,2.29
33238.0,2.24,2.29
33248.0,2.3,2.29
33257.0,2.21,2.29
33267.0,2.13,2.29
33276.0,2.16,2.29
33286.0,2.23,2.29
33296.0,2.29,2.29
33305.0,2.29,2.29
33315.0,2.21,2.29
33325.0,2.28,2.29
33334.0,2.35,2.29
33344.0,2.41,2.29
33353.0,2.38,2.29
33363.0,2.46,2.29
33373.0,2.53,2.29
33382.0,2.6,0.0
33392.0,2.52,0.0
33401.0,2.46,0.0
33412.0,2.42,0.0
33421.0,2.12,0.0
33430.0,1.56,0.0
33440.0,0.84,0.0
33449.0,0.33,0.0
33460.0,0.22,0.0
33469.0,0.37,0.0
33478.0,0.64,0.0
33488.0,0.71,0.0
33498.0,0.58,0.0
33508.0,0.36,0.0
33517.0,0.26,0.0
33526.0,0.24,0.0
33537.0,0.42,0.0
33546.0,0.51,0.0
33556.0,0.51,0.0
33565.0,0.47,0.0
33574.0,0.39,0.0
33585.0,0.36,0.0
33594.0,0.42,0.0
33604.0,0.46,0.0
33613.0,0.46,0.0
33623.0,0.39,0.0
33633.0,0.34,0.0
33642.0,0.41,0.0
33651.0,0.47,0.0
33661.0,0.38,0.0
33671.0,0.29,0.0
33681.0,0.35,0.0
33690.0,0.39,0.0
33699.0,0.32,0.0
33710.0,0.25,0.0
33719.0,0.31,0.0
33729.0,0.35,0.0
33738.0,0.39,0.0
33747.0,0.41,0.0
33758.0,0.34,0.0
33767.0,0.34,0.0
33777.0,0.34,0.0
33786.0,0.28,0.0
33796.0,0.2,0.0
33806.0,0.11,0.0
33815.0,0.15,0.0
33825.0,0.22,0.0
33835.0,0.29,0.0
33844.0,0.36,0.0
33854.0,0.42,0.0
33863.0,0.49,0.0
33873.0,0.43,0.0
33883.0,0.35,0.0
33892.0,0.27,4.58
33902.0,0.2,4.58
33911.0,0.22,4.58
33922.0,0.19,4.58
33931.0,0.25,4.58
33940.0,0.78,4.58
33950.0,1.82,4.58
33959.0,3.06,4.58
33970.0,4.26,4.58
33979.0,4.74,4.58
33988.0,4.51,4.58
33998.0,4.0,4.58
34008.0,3.71,4.58
34017.0,3.98,4.58
34027.0,4.51,4.58
34036.0,4.95,4.58
34046.0,4.91,4.58
34056.0,4.66,4.58
34065.0,4.19,4.58
34075.0,4.03,4.58
34084.0,4.17,4.58
34095.0,4.38,4.58
34104.0,4.56,4.58
34113.0,4.5,4.58
34123.0,4.37,4.58
34132.0,4.25,4.58
34143.0,4.27,4.58
34152.0,4.34,4.58
34161.0,4.43,4.58
34171.0,4.43,4.58
34181.0,4.4,4.58
34191.0,4.3,4.58
34200.0,4.27,4.58
34209.0,4.37,4.58
34220.0,4.43,4.58
34229.0,4.47,4.58
34239.0,4.39,4.58
34248.0,4.32,4.58
34257.0,4.41,4.58
34268.0,4.47,4.58
34277.0,4.52,4.58
34287.0,4.44,4.58
34296.0,4.51,4.58
34306.0,4.59,4.58
34316.0,4.65,4.58
34325.0,4.57,4.58
34335.0,4.5,4.58
34344.0,4.5,4.58
34354.0,4.57,4.58
34364.0,4.64,4.58
34373.0,4.7,4.58
34383.0,4.63,4.58
34393.0,4.68,4.58
34402.0,4.74,0.0
34412.0,4.81,0.0
34421.0,4.81,0.0
34432.0,4.6,0.0
34441.0,3.77,0.0
34450.0,2.69,0.0
34460.0,1.42,0.0
34469.0,0.22,0.0
34479.0,-0.34,0.0
34489.0,-0.24,0.0
34498.0,0.03,0.0
34508.0,0.3,0.0
34518.0,0.28,0.0
34527.0,0.02,0.0
34537.0,-0.29,0.0
34546.0,-0.36,0.0
34556.0,-0.27,0.0
34566.0,-0.09,0.0
34575.0,-0.03,0.0
34585.0,-0.08,0.0
34594.0,-0.19,0.0
34605.0,-0.26,0.0
34614.0,-0.31,0.0
34623.0,-0.29,0.0
34633.0,-0.26,0.0
34642.0,-0.21,0.0
34653.0,-0.22,0.0
34662.0,-0.2,0.0
34671.0,-0.15,0.0
34681.0,-0.11,0.0
34691.0,-0.17,0.0
34701.0,-0.19,0.0
34710.0,-0.15,0.0
34719.0,-0.08,0.0
34729.0,-0.05,0.0
34739.0,-0.12,0.0
34749.0,-0.1,0.0
34758.0,-0.02,0.0
34767.0,0.05,0.0
34778.0,0.07,0.0
34787.0,0.01,0.0
34797.0,0.06,0.0
34806.0,0.13,0.0
34816.0,0.09,0.0
34826.0,0.03,0.0
34835.0,0.09,0.0
34844.0,0.16,0.0
34854.0,0.21,0.0
34864.0,0.28,0.0
34874.0,0.35,0.0
34883.0,0.35,0.0
34892.0,0.37,0.0
34903.0,0.3,0.0
34912.0,0.21,6.3
34922.0,0.26,6.3
34931.0,0.17,6.3
34940.0,0.1,6.3
34951.0,0.32,6.3
34960.0,1.16,6.3
34970.0,2.42,6.3
34979.0,3.79,6.3
34989.0,5.29,6.3
34999.0,6.36,6.3
35008.0,6.79,6.3
35018.0,6.64,6.3
35027.0,6.43,6.3
35037.0,6.51,6.3
35047.0,6.73,6.3
35056.0,6.87,6.3
35066.0,6.84,6.3
35076.0,6.62,6.3
35085.0,6.53,6.3
35095.0,6.58,6.3
35104.0,6.75,6.3
35115.0,6.79,6.3
35124.0,6.77,6.3
35133.0,6.69,6.3
35143.0,6.6,6.3
35152.0,6.57,6.3
35162.0,6.59,6.3
35172.0,6.63,6.3
35181.0,6.62,6.3
35191.0,6.58,6.3
35201.0,6.51,6.3
35210.0,6.52,6.3
35220.0,6.54,6.3
35229.0,6.51,6.3
35239.0,6.48,6.3
35249.0,6.43,6.3
35258.0,6.46,6.3
35268.0,6.47,6.3
35277.0,6.41,6.3
35288.0,6.35,6.3
35297.0,6.35,6.3
35306.0,6.27,6.3
35316.0,6.27,6.3
35325.0,6.31,6.3
35336.0,6.35,6.3
35345.0,6.42,6.3
35354.0,6.4,6.3
35364.0,6.32,6.3
35374.0,6.38,6.3
35384.0,6.32,6.3
35393.0,6.24,6.3
35402.0,6.31,6.3
35412.0,6.29,6.3
35422.0,6.32,0.0
35432.0,6.37,0.0
35441.0,6.42,0.0
35450.0,6.28,0.0
35461.0,5.64,0.0
35470.0,4.48,0.0
35480.0,3.03,0.0
35489.0,1.52,0.0
35499.0,0.62,0.0
35509.0,0.39,0.0
35518.0,0.38,0.0
35528.0,0.46,0.0
35537.0,0.55,0.0
35547.0,0.6,0.0
35557.0,0.48,0.0
35566.0,0.42,0.0
35575.0,0.44,0.0
35586.0,0.46,0.0
35595.0,0.43,0.0
35605.0,0.35,0.0
35614.0,0.31,0.0
35623.0,0.33,0.0
35634.0,0.37,0.0
35643.0,0.35,0.0
35653.0,0.28,0.0
35662.0,0.24,0.0
35672.0,0.27,0.0
35682.0,0.33,0.0
35691.0,0.34,0.0
35701.0,0.34,0.0
35710.0,0.28,0.0
35720.0,0.25,0.0
35730.0,0.24,0.0
35739.0,0.27,0.0
35749.0,0.25,0.0
35759.0,0.19,0.0
35768.0,0.16,0.0
35778.0,0.19,0.0
35787.0,0.24,0.0
35798.0,0.23,0.0
35807.0,0.21,0.0
35816.0,0.23,0.0
35826.0,0.17,0.0
35835.0,0.1,0.0
35846.0,0.16,0.0
35855.0,0.21,0.0
35864.0,0.26,0.0
35874.0,0.23,0.0
35884.0,0.27,0.0
35894.0,0.33,0.0
35903.0,0.26,0.0
35912.0,0.18,0.0
35922.0,0.18,0.0
35932.0,0.2,6.99
35942.0,0.2,6.99
35951.0,0.14,6.99
35960.0,0.07,6.99
35971.0,0.18,6.99
35980.0,0.79,6.99
35990.0,1.92,6.99
35999.0,3.3,6.99
36008.0,4.77,6.99
36019.0,5.81,6.99
36028.0,6.39,6.99
36037.0,6.51,6.99
36047.0,6.52,6.99
36057.0,6.51,6.99
36067.0,6.61,6.99
36076.0,6.58,6.99
36085.0,6.56,6.99
36096.0,6.5,6.99
36105.0,6.53,6.99
36115.0,6.53,6.99
36124.0,6.54,6.99
36133.0,6.52,6.99
36144.0,6.5,6.99
36153.0,6.5,6.99
36163.0,6.52,6.99
36172.0,6.53,6.99
36182.0,6.56,6.99
36192.0,6.55,6.99
36201.0,6.53,6.99
36211.0,6.5,6.99
36220.0,6.5,6.99
36230.0,6.51,6.99
36240.0,6.54,6.99
36249.0,6.54,6.99
36259.0,6.61,6.99
36269.0,6.64,6.99
36278.0,6.67,6.99
36288.0,6.71,6.99
36297.0,6.67,6.99
36307.0,6.68,6.99
36317.0,6.69,6.99
36326.0,6.62,6.99
36336.0,6.54,6.99
36345.0,6.59,6.99
36356.0,6.63,6.99
36365.0,6.71,6.99
36374.0,6.71,6.99
36384.0,6.77,6.99
36393.0,6.73,6.99
36403.0,6.67,6.99
36413.0,6.61,6.99
36422.0,6.57,6.99
36432.0,6.64,6.99
36442.0,6.71,0.0
36452.0,6.78,0.0
36461.0,6.8,0.0
36470.0,6.74,0.0
36481.0,6.26,0.0
36490.0,5.36,0.0
36500.0,4.09,0.0
36509.0,2.64,0.0
36518.0,1.42,0.0
36529.0,0.74,0.0
36538.0,0.54,0.0
36547.0,0.51,0.0
36557.0,0.57,0.0
36567.0,0.66,0.0
36577.0,0.64,0.0
36586.0,0.56,0.0
36595.0,0.5,0.0
36605.0,0.51,0.0
36615.0,0.5,0.0
36625.0,0.48,0.0
36634.0,0.44,0.0
36643.0,0.45,0.0
36654.0,0.48,0.0
36663.0,0.48,0.0
36673.0,0.43,0.0
36682.0,0.4,0.0
36691.0,0.42,0.0
36702.0,0.44,0.0
36711.0,0.45,0.0
36721.0,0.39,0.0
36730.0,0.34,0.0
36740.0,0.31,0.0
36750.0,0.29,0.0
36759.0,0.31,0.0
36769.0,0.31,0.0
36779.0,0.32,0.0
36788.0,0.29,0.0
36798.0,0.3,0.0
36807.0,0.33,0.0
36817.0,0.31,0.0
36827.0,0.24,0.0
36836.0,0.24,0.0
36846.0,0.29,0.0
36855.0,0.27,0.0
36866.0,0.19,0.0
36875.0,0.19,0.0
36884.0,0.22,0.0
36894.0,0.25,0.0
36903.0,0.31,0.0
36914.0,0.26,0.0
36923.0,0.23,0.0
36932.0,0.25,0.0
36942.0,0.31,0.0
36952.0,0.25,-2.29
36961.0,0.22,-2.29
36971.0,0.29,-2.29
36980.0,0.29,-2.29
36990.0,0.18,-2.29
37000.0,-0.27,-2.29
37009.0,-1.0,-2.29
37019.0,-1.67,-2.29
37028.0,-2.13,-2.29
37039.0,-2.15,-2.29
37048.0,-1.92,-2.29
37057.0,-1.56,-2.29
37067.0,-1.37,-2.29
37076.0,-1.48,-2.29
37087.0,-1.59,-2.29
37096.0,-1.72,-2.29
37105.0,-1.71,-2.29
37115.0,-1.67,-2.29
37125.0,-1.53,-2.29
37135.0,-1.5,-2.29
37144.0,-1.61,-2.29
37153.0,-1.73,-2.29
37164.0,-1.78,-2.29
37173.0,-1.68,-2.29
37183.0,-1.61,-2.29
37192.0,-1.57,-2.29
37201.0,-1.67,-2.29
37212.0,-1.73,-2.29
37221.0,-1.66,-2.29
37231.0,-1.59,-2.29
37240.0,-1.64,-2.29
37250.0,-1.74,-2.29
37260.0,-1.81,-2.29
37269.0,-1.76,-2.29
37279.0,-1.69,-2.29
37288.0,-1.64,-2.29
37298.0,-1.71,-2.29
37308.0,-1.79,-2.29
37317.0,-1.72,-2.29
37326.0,-1.66,-2.29
37337.0,-1.64,-2.29
37346.0,-1.73,-2.29
37356.0,-1.8,-2.29
37365.0,-1.88,-2.29
37374.0,-1.81,-2.29
37385.0,-1.86,-2.29
37394.0,-1.94,-2.29
37404.0,-1.88,-2.29
37413.0,-1.8,-2.29
37423.0,-1.75,-2.29
37433.0,-1.84,-2.29
37442.0,-1.92,-2.29
37452.0,-2.0,-2.29
37462.0,-1.93,0.0
37471.0,-1.85,0.0
37481.0,-1.87,0.0
37490.0,-1.77,0.0
37500.0,-1.44,0.0
37510.0,-0.96,0.0
37519.0,-0.32,0.0
37529.0,0.24,0.0
37538.0,0.41,0.0
37549.0,0.2,0.0
37558.0,-0.11,0.0
37567.0,-0.23,0.0
37577.0,-0.03,0.0
37586.0,0.25,0.0
37597.0,0.48,0.0
37606.0,0.42,0.0
37615.0,0.24,0.0
37625.0,0.05,0.0
37635.0,0.07,0.0
37645.0,0.14,0.0
37654.0,0.32,0.0
37663.0,0.36,0.0
37673.0,0.29,0.0
37683.0,0.18,0.0
37693.0,0.14,0.0
37702.0,0.26,0.0
37711.0,0.32,0.0
37722.0,0.23,0.0
37731.0,0.15,0.0
37741.0,0.1,0.0
37750.0,0.18,0.0
37760.0,0.22,0.0
37770.0,0.13,0.0
37779.0,0.06,0.0
37789.0,0.09,0.0
37798.0,0.17,0.0
37808.0,0.11,0.0
37818.0,0.09,0.0
37827.0,0.02,0.0
37836.0,-0.02,0.0
37847.0,0.04,0.0
37856.0,0.07,0.0
37866.0,-0.01,0.0
37875.0,-0.08,0.0
37884.0,-0.01,0.0
37895.0,0.06,0.0
37904.0,-0.01,0.0
37914.0,-0.09,0.0
37923.0,-0.03,0.0
37933.0,0.04,0.0
37943.0,-0.04,0.0
37952.0,-0.1,0.0
37962.0,-0.02,0.0
37971.0,-0.01,-4.58
37981.0,-0.02,-4.58
37991.0,-0.1,-4.58
38000.0,-0.05,-4.58
38010.0,-0.18,-4.58
38020.0,-0.8,-4.58
38029.0,-1.97,-4.58
38039.0,-3.28,-4.58
38048.0,-4.41,-4.58
38059.0,-5.16,-4.58
38068.0,-5.02,-4.58
38077.0,-4.53,-4.58
38087.0,-4.13,-4.58
38096.0,-4.1,-4.58
38107.0,-4.45,-4.58
38116.0,-4.94,-4.58
38125.0,-5.06,-4.58
38135.0,-4.87,-4.58
38145.0,-4.66,-4.58
38155.0,-4.53,-4.58
38164.0,-4.65,-4.58
38173.0,-4.85,-4.58
38183.0,-5.12,-4.58
38193.0,-5.18,-4.58
38203.0,-5.1,-4.58
38212.0,-4.92,-4.58
38221.0,-4.88,-4.58
38232.0,-4.91,-4.58
38241.0,-5.05,-4.58
38250.0,-5.09,-4.58
38260.0,-4.98,-4.58
38269.0,-4.93,-4.58
38280.0,-4.91,-4.58
38289.0,-5.0,-4.58
38298.0,-5.06,-4.58
38308.0,-4.96,-4.58
38318.0,-4.88,-4.58
38328.0,-4.85,-4.58
38337.0,-4.93,-4.58
38346.0,-5.0,-4.58
38356.0,-4.91,-4.58
38366.0,-4.84,-4.58
38376.0,-4.79,-4.58
38385.0,-4.87,-4.58
38394.0,-4.94,-4.58
38405.0,-4.86,-4.58
38414.0,-4.79,-4.58
38424.0,-4.73,-4.58
38433.0,-4.65,-4.58
38443.0,-4.59,-4.58
38453.0,-4.52,-4.58
38462.0,-4.45,-4.58
38472.0,-4.54,-4.58
38481.0,-4.62,0.0
38491.0,-4.55,0.0
38501.0,-4.51,0.0
38510.0,-4.42,0.0
38519.0,-3.79,0.0
38530.0,-2.63,0.0
38539.0,-1.37,0.0
38549.0,-0.26,0.0
38558.0,0.12,0.0
38567.0,-0.15,0.0
38578.0,-0.66,0.0
38587.0,-1.2,0.0
38597.0,-1.29,0.0
38606.0,-0.97,0.0
38616.0,-0.62,0.0
38626.0,-0.38,0.0
38635.0,-0.49,0.0
38645.0,-0.72,0.0
38654.0,-0.87,0.0
38664.0,-0.84,0.0
38674.0,-0.74,0.0
38683.0,-0.65,0.0
38693.0,-0.65,0.0
38703.0,-0.71,0.0
38712.0,-0.72,0.0
38722.0,-0.72,0.0
38731.0,-0.64,0.0
38742.0,-0.61,0.0
38751.0,-0.71,0.0
38760.0,-0.74,0.0
38770.0,-0.68,0.0
38779.0,-0.6,0.0
